2PA,2PM,Age,All TD,FGA,FGM,Fbl TD,GS,Games,Int TD,Kr Td,Number of Records,Oth TD,Pr Td,Player,Position,Pts/G,Pts,Rec TD,Rsh TD,Salary,Sfty,Team,XPA,XPM
,,33,1,,,,16,16,1,,1,,,Johnathan Joseph,DB,0.4,6,,,2400000,,HOU,,
,,,,,,,,,,,1,,,Sam Martin,P,,,,,2325000,,DET,,
,,,,,,,,,,,1,,,Ronnie Stanley,OT,,,,,2312212,,BAL,,
,,26,1,,,1,15,15,,,1,,,Nevin Lawson,CB,0.4,6,,,2300000,,DET,,
,,,,,,,,,,,1,,,Devon Kennard,OLB,,,,,2250000,,DET,,
,,,,,,,,,,,1,,,Chris Conte,DB,,,,,2250000,,TAM,,
,,26,,32,24,,0,16,,,1,,,Brandon McManus,K,6.2,99,,,2250000,,DEN,27,27
,,,,,,,,,,,1,,,Vincent Rey,LB,,,,,2250000,,CIN,,
,,,,,,,,,,,1,,,Earl Mitchell,DT,,,,,2250000,,SFO,,
,,,,,,,,,,,1,,,Jack Crawford,DE,,,,,2250000,,ATL,,
,,26,1,,,,7,15,,,1,,,Seth Roberts,WR,0.4,6,1,,2250000,,OAK,,
,,,,,,,,,,,1,,,Vontae Davis,DB,,,,,2250000,,BUF,,
,,,,,,,,,,,1,,,Kareem Martin,DE,,,,,2250000,,NYG,,
,,31,,42,35,,0,16,,,1,,,Ryan Succop,K,8.5,136,,,2250000,,TEN,33,31
,,,,,,,,,,,1,,,Beau Allen,DT,,,,,2250000,,TAM,,
,,27,1,,,1,1,16,,,1,,,D.J. Hayden,CB,0.4,6,,,2250000,,JAX,,
,,,,,,,,,,,1,,,Brandon Fusco,OL,,,,,2250000,,ATL,,
,,,,,,,,,,,1,,,Julius Peppers,DE,,,,,2250000,,CAR,,
,,34,1,,,,16,16,,,1,,,Kyle Williams,DT,0.4,6,,1,2250000,,BUF,,
,1,27,1,,,,6,7,,,1,,,Ryan Griffin,TE,1.1,8,1,,2250000,,HOU,,
,,,,,,,,,,,1,,,Kyle Long,OT,,,,,2248158,,CHI,,
,,,,,,,,,,,1,,,David Irving,DE,,,,,2238352,,DAL,,
,,,,,,,,,,,1,,,Trae Waynes,CB,,,,,2200142,,MIN,,
,,,,,,,,,,,1,,,Matthew Bosher,P,,,,,2200000,,ATL,,
,,,,,,,,,,,1,,,Aaron Lynch,DE,,,,,2200000,,CHI,,
,,,,,,,,,,,1,,,Nickell Robey-Coleman,CB,,,,,2125000,,LAR,,
,,30,,40,38,,0,14,,,1,,,Greg Zuerlein,K,11.3,158,,,2050000,,LAR,46,44
,,,,,,,,,,,1,,,Danny Shelton,DT,,,,,2030954,,NWE,,
,,,,,,,,,,,1,,,Tramaine Brock,DB,,,,,2000000,,DEN,,
,,,,,,,,,,,1,,,Tyrann Mathieu,CB,,,,,2000000,,HOU,,
,,,,,,,,,,,1,,,Richard Sherman,DB,,,,,2000000,,SFO,,
,,36,,41,39,,0,16,,,1,,,Robbie Gould,K,9.1,145,,,2000000,,SFO,30,28
,,25,8,,,,14,14,,,1,,,Devonta Freeman,RB,3.4,48,1,7,2000000,,ATL,,
,,25,3,,,,8,16,,1,1,,,Tyler Lockett,WR,1.1,18,2,,2000000,,SEA,,
,,,,,,,,,,,1,,,Von Miller,LB,,,,,2000000,,DEN,,
,,,,,,,,,,,1,,,Derrick Shelby,DE,,,,,2000000,,ATL,,
,,,,,,,,,,,1,,,Andrew Norwell,G,,,,,2000000,,JAX,,
,,,,,,,,,,,1,,,Ryan Fitzpatrick,QB,,,,,2000000,,TAM,,
,,,,,,,,,,,1,,,T.J. Carrie,CB,,,,,2000000,,CLE,,
,,29,1,,,,3,16,,,1,,,Anthony Sherman,RB,0.4,6,,1,2000000,,KAN,,
,,,,,,,,,,,1,,,Chase Daniel,QB,,,,,2000000,,CHI,,
,,,,,,,,,,,1,,,Kyle Van Noy,OLB,,,,,2000000,,NWE,,
,,,,,,,,,,,1,,,Lee Smith,TE,,,,,2000000,,OAK,,
,,,,,,,,,,,1,,,Marcus Gilchrist,DB,,,,,2000000,,OAK,,
,,27,10,,,,8,16,,1,1,,,Dion Lewis,RB,3.8,60,3,6,2000000,,TEN,,
,,,,,,,,,,,1,,,Damion Square,DE,,,,,2000000,,LAC,,
,,,,,,,,,,,1,,,Bennie Logan,DT,,,,,2000000,,TEN,,
,,,,,,,,,,,1,,,Ryan Jensen,T,,,,,2000000,,TAM,,
,,33,,35,30,,0,16,,,1,,,Matt Prater,K,8.1,130,,,2000000,,DET,41,40
,,,,,,,,,,,1,,,Zack Martin,OT,,,,,2000000,,DAL,,
,,27,6,,,,1,10,,,1,,,Chris Thompson,RB,3.6,36,4,2,1996000,,WAS,,
,,,,,,,,,,,1,,,Andrus Peat,OT,,,,,1988657,,NOR,,
,,24,1,,,,12,13,,,1,,,DeVante Parker,WR,0.5,6,1,,1918165,,MIA,,
,,,,,,,,,,,1,,,Ricardo Allen,CB,,,,,1914000,,ATL,,
,,,,,,,,,,,1,,,Jordan Hicks,OLB,,,,,1907000,,PHI,,
,,25,2,,,,5,16,,,1,,,JJ Nelson,WR,0.8,12,2,,1907000,,ARI,,
,,,,,,,,,,,1,,,Brent Qvale,T,,,,,1907000,,NYJ,,
,,,,,,,,,,,1,,,Max Garcia,C,,,,,1907000,,DEN,,
,,,,,,,,,,,1,,,T.J. Clemmings,OT,,,,,1907000,,OAK,,
,,,,,,,,,,,1,,,Kyle Emanuel,OLB,,,,,1907000,,LAC,,
,,24,8,,,,14,14,,,1,,,Stefon Diggs,WR,3.4,48,8,,1907000,,MIN,,
,,,,,,,,,,,1,,,Quinton Spain,OG,,,,,1907000,,TEN,,
,,,,,,,,,,,1,,,Neal Sterling,WR,,,,,1907000,,NYJ,,
,,24,3,,,,6,15,,,1,,,Jamison Crowder,WR,1.2,18,3,,1907000,,WAS,,
,,,,,,,,,,,1,,,Danielle Hunter,DE,,,,,1907000,,MIN,,
,,,,,,,,,,,1,,,Trey Flowers,DE,,,,,1907000,,NWE,,
,1,25,1,,,,6,14,,,1,,,T.J. Jones,WR,0.6,8,1,,1907000,,DET,,
,,,,,,,,,,,1,,,Jordan Berry,P,,,,,1907000,,PIT,,
,,,,,,,,,,,1,,,Rontez Miles,FS,,,,,1907000,,NYJ,,
,,,,,,,,,,,1,,,Daryl Williams,OT,,,,,1907000,,CAR,,
,,,,,,,,,,,1,,,Grady Jarrett,DT,,,,,1907000,,ATL,,
,,24,1,,,,10,13,1,,1,,,Adrian Amos,FS,0.5,6,,,1907000,,CHI,,
,,,,,,,,,,,1,,,Dion Jordan,DE,,,,,1907000,,SEA,,
,,23,3,,,,14,16,,,1,,,Jesse James,TE,1.1,18,3,,1907000,,PIT,,
,,24,2,,,,8,14,,,1,,,Jay Ajayi,RB,0.9,12,1,1,1907000,,PHI,,
,,,,,,,,,,,1,,,Za'Darius Smith,DE,,,,,1907000,,BAL,,
,,,,,,,,,,,1,,,Greg Mancz,C,,,,,1907000,,HOU,,
,,,,,,,,,,,1,,,Kwon Alexander,OLB,,,,,1907000,,TAM,,
,,25,1,,,,2,16,,,1,1,,Anthony Chickillo,DE,0.4,6,,,1907000,,PIT,,
,,,,,,,,,,,1,,,Tyeler Davison,DT,,,,,1907000,,NOR,,
,,,,,,,,,,,1,,,A.J. Cann,OG,,,,,1907000,,JAX,,
,,28,1,,,,7,15,,,1,,,Josh Bellamy,WR,0.4,6,1,,1907000,,CHI,,
,,,,,,,,,,,1,,,Henry Anderson,DE,,,,,1907000,,NYJ,,
,,26,1,,,,6,12,,,1,,1,Bryce Callahan,CB,0.5,6,,,1907000,,CHI,,
,,,,,,,,,,,1,,,Captain Munnerlyn,DB,,,,,1900000,,CAR,,
,,,,,,,,,,,1,,,Nick Perry,DE,,,,,1900000,,GNB,,
,,25,7,,,,16,16,,,1,,,Tyler Kroft,TE,2.6,42,7,,1897000,,CIN,,
,,,,,,,,,,,1,,,Steven Nelson,CB,,,,,1897000,,KAN,,
,,,,,,,,,,,1,,,Jack Conklin,OT,,,,,1895242,,TEN,,
,,,,,,,,,,,1,,,Eli Harold,OLB,,,,,1892000,,DET,,
,,24,12,,,,16,16,,,1,,,Melvin Gordon,RB,4.5,72,4,8,1889968,,LAC,,
,,25,,,,,10,10,,,1,,,Leonard Floyd,OLB,0.2,2,,,1884806,1,CHI,,
,,,,,,,,,,,1,,,David Johnson,RB,,,,,1882500,,ARI,,
,,,,,,,,,,,1,,,Chris Conley,WR,,,,,1882000,,KAN,,
,,,,,,,,,,,1,,,John Miller,OG,,,,,1872000,,BUF,,
,,26,1,,,,7,16,,,1,,,Demetrius Harris,TE,0.4,6,1,,1850000,,KAN,,
,,,,,,,,,,,1,,,Rashaan Melvin,CB,,,,,1850000,,OAK,,
,,30,,30,29,,0,16,,,1,,,Graham Gano,K,7.6,121,,,1850000,,CAR,37,34
,,,,,,,,,,,1,,,Myles Garrett,DE,,,,,1847375,,CLE,,
,,,,,,,,,,,1,,,Eli Apple,CB,,,,,1827484,,2TM,,
,,,,,,,,,,,1,,,Kevin Johnson,CB,,,,,1805375,,HOU,,
,,27,1,,,,11,16,,,1,,,Josh Hill,TE,0.4,6,1,,1800000,,NOR,,
,,,,,,,,,,,1,,,Daren Bates,LB,,,,,1800000,,TEN,,
,,,,,,,,,,,1,,,Josh Martin,LB,,,,,1800000,,NYJ,,
,,,,,,,,,,,1,,,Arik Armstead,DE,,,,,1777177,,SFO,,
,,,,,,,,,,,1,,,E.J. Gaines,CB,,,,,1750000,,CLE,,
,,32,,33,29,,0,16,,,1,,,Steven Hauschka,K,7.3,116,,,1750000,,BUF,29,29
,,,,,,,,,,,1,,,Garry Gilliam,T,,,,,1750000,,SFO,,
,,29,,20,15,,0,12,,,1,,,Dan Bailey,K,5.9,71,,,1750000,,MIN,28,26
,,,,,,,,,,,1,,,Brynden Trawick,S,,,,,1750000,,TEN,,
,,24,1,,,1,14,14,,,1,,,Marcus Peters,CB,0.4,6,,,1741931,,LAR,,
,,,,,,,,,,,1,,,Vernon Hargreaves,CB,,,,,1738878,,TAM,,
,,,,,,,,,,,1,,,Cameron Erving,OT,,,,,1720781,,KAN,,
,,,,,,,,,,,1,,,Cedric Ogbuehi,OT,,,,,1706684,,CIN,,
,,,,,,,,,,,1,,,Manti Te'o,ILB,,,,,1700000,,NOR,,
,,,,,,,,,,,1,,,Seantrel Henderson,OT,,,,,1700000,,HOU,,
,,,,,,,,,,,1,,,Kurt Coleman,LB,,,,,1700000,,NOR,,
,,22,10,,,,13,13,,,1,,,Leonard Fournette,RB,4.6,60,1,9,1699129,,JAX,,
,,,,,,,,,,,1,,,Bud Dupree,DE,,,,,1692583,,PIT,,
,,,,,,,,,,,1,,,Jamon Brown,OT,,,,,1682647,,2TM,,
,,,,,,,,,,,1,,,Shane Ray,DE,,,,,1678484,,DEN,,
,,29,4,,,,13,16,,,1,,,Garrett Celek,TE,1.5,24,4,,1650000,,SFO,,
,,,,,,,,,,,1,,,Michael Bennett,DE,,,,,1650000,,PHI,,
,,,,,,,,,,,1,,,Sheldon Rankins,DT,,,,,1613786,,NOR,,
,,25,1,,,,16,16,1,,1,,,Byron Jones,CB,0.4,6,,,1607991,,DAL,,
,,,,,,,,,,,1,,,Laken Tomlinson,OG,,,,,1600941,,SFO,,
,,,,,,,,,,,1,,,Neiko Thorpe,DB,,,,,1600000,,SEA,,
,,30,1,,,,14,14,1,,1,,,Jason McCourty,DB,0.4,6,,,1600000,,NWE,,
,,27,1,,,,4,16,,,1,,,Jacquizz Rodgers,RB,0.4,6,,1,1600000,,TAM,,
,,,,,,,,,,,1,,,Muhammad Wilkerson,DT,,,,,1600000,,GNB,,
,,,,,,,,,,,1,,,Laremy Tunsil,OT,,,,,1582514,,MIA,,
,,28,1,,,,0,12,,,1,,,Jamize Olawale,FB,0.5,6,,1,1540000,,DAL,,
,,,,,,,,,,,1,,,Johnathan Hankins,DT,,,,,1534118,,OAK,,
,,,,,,,,,,,1,,,Clinton McDonald,DT,,,,,1534118,,OAK,,
,,,,,,,,,,,1,,,Karl Joseph,SS,,,,,1530392,,OAK,,
,,,,,,,,,,,1,,,Julian Edelman,WR,,,,,1529412,,NWE,,
,,,,,,,,,,,1,,,Patrick DiMarco,FB,,,,,1500000,,BUF,,
,,,,,,,,,,,1,,,Terrance Mitchell,CB,,,,,1500000,,CLE,,
,,,,,,,,,,,1,,,Cody Davis,S,,,,,1500000,,JAX,,
,,,,,,,,,,,1,,,Marquette King,P,,,,,1500000,,DEN,,
,,,,,,,,,,,1,,,Zach Fulton,OG,,,,,1500000,,HOU,,
,,,,,,,,,,,1,,,T.J. McDonald,FS,,,,,1500000,,MIA,,
,,,,,,,,,,,1,,,Ryan Groy,OG,,,,,1500000,,BUF,,
,,,,,,,,,,,1,,,Mike Pennel,DT,,,,,1500000,,NYJ,,
,,,,,,,,,,,1,,,Mike Adams,DB,,,,,1500000,,CAR,,
,,,,,,,,,,,1,,,Duron Harmon,FS,,,,,1500000,,NWE,,
,,,,,,,,,,,1,,,Al Woods,DT,,,,,1500000,,IND,,
,,,,,,,,,,,1,,,Billy Turner,OT,,,,,1500000,,DEN,,
,,,,,,,,,,,1,,,Ted Larsen,C,,,,,1500000,,MIA,,
,,,,,,,,,,,1,,,Tavon Wilson,FS,,,,,1500000,,DET,,
,,,,,,,,,,,1,,,Lerentee McCray,LB,,,,,1500000,,JAX,,
,,27,4,,,,7,16,,,1,,,Luke Willson,TE,1.5,24,4,,1500000,,DET,,
,,,,,,,,,,,1,,,Blaine Gabbert,QB,,,,,1500000,,TEN,,
,,,,,,,,,,,1,,,Bradley McDougald,FS,,,,,1500000,,SEA,,
,,37,3,,,,4,16,,,1,,,Antonio Gates,TE,1.1,18,3,,1500000,,LAC,,
,,,,,,,,,,,1,,,Margus Hunt,DE,,,,,1500000,,IND,,
,,27,8,,,,16,16,,,1,,,Carlos Hyde,RB,3,48,,8,1500000,,2TM,,
,,,,,,,,,,,1,,,Bruce Irvin,DE,,,,,1500000,,2TM,,
,,25,6,,,,13,16,,,1,,,Paul Richardson,WR,2.3,36,6,,1500000,,WAS,,
,,29,1,,,1,2,16,,,1,,,Adrian Clayborn,DL,0.4,6,,,1500000,,NWE,,
,,,,,,,,,,,1,,,Niles Paul,WR,,,,,1500000,,JAX,,
,,,,,,,,,,,1,,,Jordan Mills,OT,,,,,1500000,,BUF,,
,,,,,,,,,,,1,,,Tramon Williams,DB,,,,,1500000,,GNB,,
,,26,,,,,15,15,,,1,,,Jeff Heath,S,0.1,2,,,1500000,,DAL,3,2
,,,,,,,,,,,1,,,Malcom Brown,DT,,,,,1473167,,NWE,,
,,25,3,,,,2,4,,,1,,,Odell Beckham,WR,4.5,18,3,,1459000,,NYG,,
,,,,,,,,,,,1,,,D.J. Humphries,OT,,,,,1450288,,ARI,,
,1,31,10,,,,13,16,,,1,,,Jimmy Graham,TE,3.9,62,10,,1450000,,GNB,,
,,27,2,,,,16,16,,,1,,,Marquise Goodwin,WR,0.8,12,2,,1450000,,SFO,,
,,,,,,,,,,,1,,,Spencer Ware,RB,,,,,1450000,,KAN,,
,,,,,,,,,,,1,,,Sam Acho,OLB,,,,,1450000,,CHI,,
,,,,,,,,,,,1,,,Taylor Decker,OT,,,,,1446998,,DET,,
,,,,,,,,,,,1,,,Keanu Neal,FS,,,,,1426150,,ATL,,
,,,,,,,,,,,1,,,Kevin Pierre-Louis,OLB,,,,,1411765,,NYJ,,
,,,,,,,,,,,1,,,Ryan Kelly,C,,,,,1400089,,IND,,
,,,,,,,,,,,1,,,Kevin Huber,P,,,,,1400000,,CIN,,
,,30,7,,,,10,15,,,1,,,Jonathan Stewart,RB,2.8,42,1,6,1400000,,NYG,,
,,,,,,,,,,,1,,,Lawrence Guy,DT,,,,,1400000,,NWE,,
,,,,,,,,,,,1,,,Coty Sensabaugh,CB,,,,,1400000,,PIT,,
,,,,,,,,,,,1,,,Anthony Levine,S,,,,,1400000,,BAL,,
,,,,,,,,,,,1,,,Eric Kush,C,,,,,1400000,,CHI,,
,,,,,,,,,,,1,,,Sylvester Williams,DT,,,,,1400000,,2TM,,
,,,,,,,,,,,1,,,Shaq Lawson,DE,,,,,1384452,,BUF,,
,,,,,,,,,,,1,,,Darron Lee,OLB,,,,,1379241,,NYJ,,
,,23,7,,,,10,10,,,1,,,Will Fuller,WR,4.2,42,7,,1378028,,HOU,,
,,25,6,,,,14,16,,,1,,,Josh Doctson,WR,2.3,36,6,,1363604,,WAS,,
,,,,,,,,,,,1,,,Mike Williams,WR,,,,,1362724,,LAC,,
,,,,,,,,,,,1,,,Laquon Treadwell,WR,,,,,1353180,,MIN,,
,,26,,30,25,,0,16,,,1,,,Chandler Catanzaro,K,6.5,104,,,1350000,,TAM,29,29
,,,,,,,,,,,1,,,Tress Way,P,,,,,1350000,,WAS,,
,,25,1,,,,5,15,1,,1,,,William Jackson,CB,0.4,6,,,1332331,,CIN,,
,,,,,,,,,,,1,,,Artie Burns,CB,,,,,1321907,,PIT,,
,,,,,,,,,,,1,,,Kenny Clark,DT,,,,,1301059,,GNB,,
,,,,,,,,,,,1,,,Derrick Johnson,LB,,,,,1300000,,OAK,,
,,,,,,,,,,,1,,,Ryan Allen,P,,,,,1300000,,NWE,,
,,,,,,,,,,,1,,,Rafael Bush,S,,,,,1300000,,BUF,,
,,,,,,,,,,,1,,,Vlad Ducasse,G,,,,,1300000,,BUF,,
,,,,,,,,,,,1,,,Joshua Garnett,OG,,,,,1295846,,SFO,,
,,,,,,,,,,,1,,,Craig Robertson,LB,,,,,1275000,,NOR,,
,,,,,,,,,,,1,,,Connor Barwin,DE,,,,,1270000,,NYG,,
,,,,,,,,,,,1,,,Landon Collins,SS,,,,,1269620,,NYG,,
,,,,,,,,,,,1,,,Mario Edwards,DE,,,,,1255521,,NYG,,
,,25,,23,21,,0,16,,,1,,,Cody Parkey,K,5.6,89,,,1250000,,CHI,29,26
,,,,,,,,,,,1,,,Ethan Westbrooks,DE,,,,,1250000,,LAR,,
,,,,,,,,,,,1,,,K'Waun Williams,DB,,,,,1250000,,SFO,,
,,,,,,,,,,,1,,,Johnson Bademosi,DB,,,,,1250000,,HOU,,
,,,,,,,,,,,1,,,Kenny Wiggins,T,,,,,1250000,,DET,,
,,,,,,,,,,,1,,,Zach Kerr,NT,,,,,1250000,,DEN,,
,,29,1,,,,9,16,,,1,,,Lance Kendricks,TE,0.4,6,1,,1250000,,GNB,,
,,24,4,,,,9,16,,,1,,,Eric Ebron,TE,1.5,24,4,,1250000,,IND,,
,,,,,,,,,,,1,,,Senio Kelemete,T,,,,,1250000,,HOU,,
,,,,,,,,,,,1,,,Corey Peters,DT,,,,,1250000,,ARI,,
,,21,7,,,,10,16,,,1,,,Christian McCaffrey,RB,2.6,42,5,2,1248695,,CAR,,
,,,,,,,,,,,1,,,John Ross,WR,,,,,1242994,,CIN,,
,,24,2,,,,0,10,,,1,,,T.J. Yeldon,RB,1.2,12,,2,1241421,,JAX,,
,,23,1,,,1,0,12,,,1,,,Robert Nkemdiche,DT,0.5,6,,,1231873,,ARI,,
,,,,,,,,,,,1,,,Preston Smith,DE,,,,,1223094,,WAS,,
,,,,,,,,,,,1,,,Mark Glowinski,OG,,,,,1219000,,IND,,
,,,,,,,,,,,1,,,Vernon Butler,DT,,,,,1213319,,CAR,,
,,,,,,,,,,,1,,,Eddie Goldman,DT,,,,,1210407,,CHI,,
,,,,,,,,,,,1,,,Germain Ifedi,OT,,,,,1201373,,SEA,,
,,30,1,,,,0,16,,,1,,,Darrius Heyward-Bey,WR,0.4,6,,1,1200000,,PIT,,
,,,,,,,,,,,1,,,Matt Slater,WR,,,,,1200000,,NWE,,
,,,,,,,,,,,1,,,Nate Ebner,DB,,,,,1200000,,NWE,,
,,,,,,,,,,,1,,,Julian Stanford,LB,,,,,1200000,,BUF,,
,,,,,,,,,,,1,,,Chris Jones,P,,,,,1200000,,DAL,,
,,,,,,,,,,,1,,,Benardrick McKinney,ILB,,,,,1163880,,HOU,,
,,21,1,,,,13,13,1,,1,,,Marshon Lattimore,CB,0.5,6,,,1163162,,NOR,,
,,,,,,,,,,,1,,,Donovan Smith,OT,,,,,1162571,,TAM,,
,,,,,,,,,,,1,,,Reggie Nelson,DB,,,,,1150000,,OAK,,
,,,,,,,,,,,1,,,Russell Bodine,OG,,,,,1150000,,BUF,,
,,31,3,,,,13,16,,,1,,,Darren Fells,TE,1.1,18,3,,1150000,,CLE,,
,,,,,,,,,,,1,,,Linval Joseph,DT,,,,,1150000,,MIN,,
,,,,,,,,,,,1,,,Derek Carrier,WR,,,,,1150000,,OAK,,
,,25,1,,,,16,16,1,,1,,,Eric Kendricks,ILB,0.4,6,,,1138080,,MIN,,
,,37,4,,,,12,16,,,1,,,Ben Watson,TE,1.5,24,4,,1105000,,NOR,,
,,,,,,,,,,,1,,,Eric Rowe,CB,,,,,1100435,,NWE,,
,,24,5,,,,14,16,,,1,,,Michael Thomas,S,1.9,30,5,,1100000,,NYG,,
,,,,,,,,,,,1,,,Sherrick McManis,DB,,,,,1100000,,CHI,,
,,,,,,,,,,,1,,,Colin Jones,DB,,,,,1100000,,CAR,,
,,,,,,,,,,,1,,,Lane Taylor,G,,,,,1100000,,GNB,,
,,42,,39,34,,0,16,,,1,,,Matt Bryant,K,8.6,137,,,1100000,,ATL,35,35
,,,,,,,,,,,1,,,Dennis Kelly,OT,,,,,1100000,,TEN,,
,,,,,,,,,,,1,,,Cassius Marsh,DE,,,,,1100000,,SFO,,
,,,,,,,,,,,1,,,Beau Brinkley,"LS,TE",,,,,1100000,,TEN,,
,,,,,,,,,,,1,,,Aaron Rodgers,QB,,,,,1100000,,GNB,,
,1,22,2,,,,6,7,,,1,,,Deshaun Watson,QB,2,14,,2,1094740,,HOU,,
,,,,,,,,,,,1,,,Phillip Dorsett,WR,,,,,1094373,,NWE,,
,,25,1,,,,12,14,1,,1,,,Damarious Randall,FS,0.4,6,,,1090381,,CLE,,
,,23,8,,,,16,16,,,1,,,Devin Funchess,WR,3,48,8,,1087850,,CAR,,
,,,,,,,,,,,1,,,Stephone Anthony,ILB,,,,,1087150,,MIA,,
,,,,,,,,,,,1,,,Haason Reddick,OLB,,,,,1077635,,ARI,,
,,,,,,,,,,,1,,,Emmanuel Ogbah,DE,,,,,1050876,,CLE,,
,1,33,5,,,,16,16,,,1,,,Marcedes Lewis,TE,2,32,5,,1050000,,GNB,,
,,,,,,,,,,,1,,,Marcus Sherels,DB,,,,,1050000,,MIN,,
,,36,1,,,,15,15,,,1,,,Eli Manning,QB,0.4,6,,1,1050000,,NYG,,
,,,,,,,,,,,1,,,Christian Jones,ILB,,,,,1050000,,DET,,
,,,,,,,,,,,1,,,Josh Adams,RB,,,,,1050000,,PHI,,
,,,,,,,,,,,1,,,Dekoda Watson,LB,,,,,1050000,,SFO,,
,,21,1,,,1,0,15,,,1,,,Derek Barnett,DE,0.4,6,,,1049126,,PHI,,
,,,,,,,,,,,1,,,Denzel Perryman,ILB,,,,,1048836,,LAC,,
,,,,,,,,,,,1,,,Mitch Morse,OT,,,,,1047239,,KAN,,
,,,,,,,,,,,1,,,Jaylon Smith,OLB,,,,,1040452,,DAL,,
,,,,,,,,,,,1,,,Malik Hooker,FS,,,,,1037723,,IND,,
,,,,,,,,,,,1,,,Jordan Phillips,DT,,,,,1029942,,2TM,,
,,22,1,,,1,16,16,,,1,,,Myles Jack,OLB,0.4,6,,,1025858,,JAX,,
,,,,,,,,,,,1,,,Jaquiski Tartt,SS,,,,,1021865,,SFO,,
,,,,,,,,,,,1,,,Josh Sitton,G,,,,,1015000,,MIA,,
,,,,,,,,,,,1,,,Andy Lee,P,,,,,1015000,,ARI,,
,,,,,,,,,,,1,,,Sebastian Janikowski,K,,,,,1015000,,SEA,,
,,32,2,,,,7,10,,,1,,,Adrian Peterson,RB,1.2,12,,2,1015000,,WAS,,
,,,,,,,,,,,1,,,Corey Graham,DB,,,,,1015000,,PHI,,
,,,,,,,,,,,1,,,Andrew Whitworth,T,,,,,1015000,,LAR,,
,,,,,,,,,,,1,,,Adam Jones,DB,,,,,1015000,,DEN,,
,,,,,,,,,,,1,,,Don Muhlbach,C,,,,,1015000,,DET,,
,,32,1,,,,7,7,,,1,,,Greg Olsen,TE,0.9,6,1,,1015000,,CAR,,
,,,,,,,,,,,1,,,Clark Harris,TE,,,,,1015000,,CIN,,
,,,,,,,,,,,1,,,Zak DeOssie,LB,,,,,1015000,,NYG,,
,,34,4,,,,16,16,,,1,,,Frank Gore,RB,1.5,24,1,3,1015000,,MIA,,
,,,,,,,,,,,1,,,Matt Cassel,QB,,,,,1015000,,DET,,
,,,,,,,,,,,1,,,Frostee Rucker,DE,,,,,1015000,,OAK,,
,,,,,,,,,,,1,,,Dominique Rodgers-Cromartie,DB,,,,,1015000,,OAK,,
,,,,,,,,,,,1,,,Dustin Colquitt,P,,,,,1015000,,KAN,,
,,35,,13,11,,0,8,,,1,,,Mike Nugent,K,6,48,,,1015000,,OAK,17,15
,,,,,,,,,,,1,,,L.P. Ladouceur,LS,,,,,1015000,,DAL,,
,,,,,,,,,,,1,,,John Greco,T,,,,,1015000,,NYG,,
,,,,,,,,,,,1,,,Garrison Sanborn,C,,,,,1015000,,TAM,,
,,,,,,,,,,,1,,,John Denney,DE-C,,,,,1015000,,MIA,,
,,,,,,,,,,,1,,,Darren Sproles,RB,,,,,1015000,,PHI,,
,,,,,,,,,,,1,,,Haloti Ngata,DT,,,,,1015000,,PHI,,
,,,,,,,,,,,1,,,Ronald Darby,CB,,,,,1008139,,PHI,,
,,24,1,,,,16,16,1,,1,,,Xavien Howard,CB,0.4,6,,,1007094,,MIA,,
,,,,,,,,,,,1,,,Marlon Humphrey,CB,,,,,1003522,,BAL,,
,,,,,,,,,,,1,,,James Hurst,OT,,,,,1000000,,BAL,,
,,,,,,,,,,,1,,,Chance Warmack,OG,,,,,1000000,,PHI,,
,,,,,,,,,,,1,,,Taylor Lewan,OT,,,,,1000000,,TEN,,
,,,,,,,,,,,1,,,Pierre Desir,CB,,,,,1000000,,IND,,
,,,,,,,,,,,1,,,David Bakhtiari,OT,,,,,1000000,,GNB,,
,,,,,,,,,,,1,,,Mason Foster,LB,,,,,1000000,,WAS,,
,,25,10,,,,14,14,,,1,,,Davante Adams,WR,4.3,60,10,,1000000,,GNB,,
,,,,,,,,,,,1,,,Robert Griffin,QB,,,,,1000000,,BAL,,
,,,,,,,,,,,1,,,Willie Snead,WR,,,,,1000000,,BAL,,
,,,,,,,,,,,1,,,Brent Urban,DE,,,,,1000000,,BAL,,
,,27,3,,,,5,10,,,1,,,John Brown,WR,1.8,18,3,,1000000,,BAL,,
,,,,,,,,,,,1,,,Michael Schofield,OT,,,,,1000000,,LAC,,
,,,,,,,,,,,1,,,William Compton,LB,,,,,1000000,,TEN,,
,,27,1,,,,9,16,,,1,,,Tavon Austin,WR,0.4,6,,1,1000000,,DAL,,
,,,,,,,,,,,1,,,Matt Slauson,G,,,,,1000000,,IND,,
,,,,,,,,,,,1,,,Pat O'Donnell,P,,,,,1000000,,CHI,,
,,,,,,,,,,,1,,,Preston Brown,ILB,,,,,1000000,,CIN,,
,,,,,,,,,,,1,,,Tony Jefferson,FS,,,,,1000000,,BAL,,
,,,,,,,,,,,1,,,Morgan Cox,C,,,,,1000000,,BAL,,
,,,,,,,,,,,1,,,Jeremy Hill,RB,,,,,1000000,,NWE,,
,,,,,,,,,,,1,,,Da'Norris Searcy,DB,,,,,1000000,,CAR,,
,,30,1,,,,12,16,,,1,,,Ed Dickson,TE,0.4,6,1,,1000000,,SEA,,
,,27,4,,,,7,16,,,1,,,Ryan Grant,WR,1.5,24,4,,1000000,,IND,,
